name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
Brigitte Kahan,Selkestraße,1,Berlin,12051,child_psychiatry,,,2645597402,13.4374864,52.4695358,limited,,,,,11008008,801,practice
Brigitte Schlaak,Marienburger Straße,1,Berlin,10405,internal,"Tu, Th 12:00-18:00; We, Fr 10:00-16:00",http://dr-schlaak.de,9992792017,13.4226422,52.5351722,,,,,,11003003,301,practice
Brigitte Schulze Isfort & Katja Ludewig,Proskauer Straße,12,Berlin,10247,physiotherapy,"""Termine nach telefonischer Vereinbarung""",,7142525700,13.4616801,52.5174966,,,,,,11002002,201,group_practice
Brustzentrum und Gynäkologie am Kurfürstendamm,Kurfürstendamm,200,Berlin,10719,gynaecology,"Mo-Tu, Th 09:00-12:00, 14:00-18:00; We 08:00-15:00; Fr 08:00-13:00",https://kudamm200.de/,13059369801,13.3204206,52.501475,,,,,,11004004,401,clinic
"Burkhard Kunow, Facharzt für Hals-Nasen-Ohrenheilkunde, Sportmedizin, Akupunktur",Am Treptower Park,75,Berlin,12435,otolaryngology,"""Dienstag bis Donnerstag: nach Vereinbarung""",,5198591315,13.4576494,52.4921768,yes,,,,,11009009,901,practice
COPV Berlin - Chirurgie und Proktologie,Clayallee,225,Berlin,14195,proctology;surgery,,,11612850133,13.2692982,52.4496589,,,,,,11006006,605,practice
COPV Chirurgisch Orthopädischer Praxisverbund,Breitenbachplatz,8,Berlin,14195,orthopaedics;surgery,"""Mo bis Fr nach Vereinbarung""",https://www.copv.berlin/,8200085122,13.3083345,52.4673234,no,,,,,11006006,605,practice
CPC,Weißenseer Weg,111,Berlin,10369,,,https://www.keh-berlin.de/de/city-point-centrum-fuer-psychische-gesundheit,6347320701,13.4787739,52.5270136,,City Point Centrum für psychische Gesundheit (CPC),,,,11011011,1111,clinic
Calmez & Ewald,Christburger Straße,50,Berlin,10405,chiropractic,Mo-Fr 08:00-16:00,https://www.praxis-calmez-ewald.de/,3649492751,13.4237067,52.5370914,limited,,,,,11003003,301,group_practice
Caroline Uhrig & Frank Lütgert,Goßlerstraße,5,Berlin,12161,paediatrics,"Mo 08:30-14:00; Tu 08:30-12:00,15:00-18:00; Th 08:30-12:00,15:00-18:00; Fr 08:30-14:00",,7411086256,13.3267348,52.4707567,,,,,,11007007,702,group_practice
Catharina Benkwitz,Paul-Robeson-Straße,39,Berlin,10439,general;internal,"Mo,We,Fr 08:00-13:00; Tu,Th 12:00-18:00",,5337294215,13.4108799,52.5522443,,,,,,11003003,301,practice
Charite,Buchholzweg,2,Berlin,13627,,,,13238686401,13.3182076,52.5457682,,,,,,11004004,406,clinic
Charité Comprehensive Cancer Center,Invalidenstraße,80,Berlin,10115,oncology,,https://cccc.charite.de/,10231199971,13.3747037,52.5278444,yes,,,,,11001001,101,clinic
ChinaMedBerlin,Marienburger Straße,47,Berlin,10405,acupuncture;traditional_chinese_medicine;massage_therapy;herbalism,"""nach Vereinbarung""",https://www.chinamed.berlin,9548404205,13.4235479,52.5354872,,,,,,11003003,301,practice
ChiruDenta,Schönhauser Allee,80,Berlin,10439,,,https://chirudenta.de/,13249244101,13.4142399,52.5500058,,,,,,11003003,301,practice
Chirurgicum Berlin,,2,Berlin,10719,surgery,"Mo-Th 09:00-17:00, Fr 08:00-15:00",https://www.chirurgicum-berlin.de/,3050033746,13.31964,52.4917197,yes,,,,,11004004,402,practice
Chirurgie & Orthopädie am Ostkreuz,Sonntagstraße,1,Berlin,10245,surgery;general;orthopaedics;trauma;proctology,"Mo-Th 08:00-12:00,14:00-17:00; Fr 08:00-12:00",http://www.chirurgie-ostkreuz.de/,1038248666,13.4680671,52.5044921,yes,,info@chirurgie-ostkreuz.de,,,11002002,201,clinic
Chirurgische Praxis Hofmann & Wierth,Petersburger Straße,72a,Berlin,10249,surgery,"Mo,Tu,Th,Fr 08:00-12:00, Mo-Th 14:00-17:00, Fr 14:00-15:00",http://hofmann-wierth.de,1272472318,13.451848,52.5194807,yes,,,,,11002002,201,group_practice
Christel Wittenbrink,Apostel-Paulus-Straße,41,Berlin,10823,general,"Mo,Fr 11:00-16:00; Tu 09:00-12:00; We 14:00-18:00",,9661594909,13.3533544,52.4884598,,,,,,11007007,701,practice
Christian Siebert,Damaschkestraße,15,Berlin,10711,psychiatry,"""nach Vereinbarung""",https://siebert-praxis.de/,9587997321,13.2999432,52.5002016,,,,,,11004004,407,practice
Christiane Wojke,Blissestraße,48,Berlin,10713,general,"Mo 09:00-12:00, Tu,Fr 09:00-13:00, Mo,We 15:30-19:00, Th 09:00-12:00",http://www.arztpraxis-blissestr.de/Willkommen.html,8000778272,13.3200643,52.4807131,,,,,,11004004,402,practice
Christina Stuchels,Sredzkistraße,48,Berlin,10435,ophthalmology,,,10042735307,13.419422,52.5380687,,,,,,11003003,301,practice
Christine Gerstenfeld,Senefelderstraße,10,Berlin,10437,depth;behavior,,,10554170835,13.4231926,52.5419497,,,,,,11003003,301,practice
Christine Raskovic,Brüsseler Straße,,Berlin,13353,gynaecology,"Mo,Tu,Th,Fr 08:30-13:00, Mo,Tu 14:00-16:00, Fr 16:00-17:00 ""Privatsprechstunde""; Fr[4],PH,Sa,Su off",,6603762797,13.3533691,52.5492959,yes,,,,,11001001,105,practice
Christoph J. Huber,Müllerstraße,156a,Berlin,13353,ophthalmology,"Mo 09:00-17:00, Tu,We 08:30-14:00, Th 11:00-17:00, Fr ""nach Vereinbarung""  || Th ""nach Vereinbarung""; PH off",https://www.berliner-augenarzt.de/,1306876596,13.3602486,52.5452105,yes,,praxis@berliner-augenarzt.de,,Fahrstuhl,11001001,105,practice
Claudia Linke,Marschnerstraße,12,Berlin,12203,ophthalmology,"Mo,Tu,Th,Fr 08:30-12:00, Mo,Th 14:30-17:30",,2368426801,13.3166159,52.4462632,no,,,,,11006006,602,practice
Clemens Hache,Adamstraße,,Berlin,13595,,,,2877326320,13.1968754,52.5211691,,,,,,11005005,509,practice
Clinica Vita,Hohenzollerndamm,28a,Berlin,10713,anaesthetics;surgery,,http://www.clinicavita.de,2686551438,13.3171735,52.4916237,yes,,,,,11004004,402,practice
Coagumed Gerinnungszentrum GmbH,Tauentzienstraße,7 B/C,Berlin,10789,haematology,"Mo,Tu,Th 08:00-16:00; We,Fr 08:00-13:00",,12280025745,13.3391673,52.5035605,,,,,,11004004,401,clinic
Cochlear Implant Centrum,Paster-Behrens-Straße,81,Berlin,12359,ear_nose_throat,,https://www.cic-berlin-brandenburg.de/,1719392,13.4438909,52.4421799,,,,,,11008008,802,practice
Conradia,Bozener Straße,17,Berlin,10825,radiology,,https://www.conradia-berlin.de/,8257529764,13.3383097,52.4869438,,,,,,11007007,701,practice
Corinna Förster,Hilbertstraße,,Berlin,12307,gynaecology,"Mo,Tu,Fr 8:00-13:00; We,Th 13:00-18:00; PH closed",,7976240929,13.3955459,52.3858705,,,,,,11007007,706,practice
Corinna Garbotz,Rheinstraße,44,Berlin,12161,internal,"""Nach individueller telefonischer Terminvereinbarung""",https://www.naturheilkunde-garbotz.de/,7775875895,13.3299364,52.4660181,,,,,,11007007,702,practice
Cornelia Janitzki,Eisenacher Straße,68,Berlin,10823,general,"Mo,Tu,Th,Fr 09:00-12:00, Mo,Th 15:00-18:00",https://arztpraxis-schoeneberg.de/,8042827125,13.3517929,52.4858679,,,,,,11007007,701,practice
Curiates Medicare MVZ Berlin Lichtenberg,Irenenstraße,,Berlin,10317,general,"Mo,Fr 08:00-12:30; Tu,Th 09:00-17:00",,8761423606,13.4998585,52.5092356,yes,,,,,11011011,1112,clinic
DOCS of BERLIN,Karl-Marx-Straße,142,Berlin,12043,otolaryngology,Mo-Fr 08:00-20:00; Sa 11:00-15:00,https://mvz-dob.de/,821966643,13.4385561,52.4767367,yes,Eingang Saltykowstraße,termine@mvz-dob.de,,,11008008,801,practice
DTZ Berlin - Ärztehaus Kadiner Straße,Kadiner Straße,23,Berlin,10243,,Mo-Fr 08:00-18:00,https://www.berlin-dtz.de/,1272472319,13.4511418,52.5151646,yes,,,,Stufenloser Eingang über Nebeneingang Hildegard-Jadarnowitz-Straße,11002002,201,clinic
Dagmar Steinbrück,Münzstraße,5,Berlin,10178,ophthalmology,,,11226531937,13.4087115,52.5240481,,,,,,11001001,101,practice
"Daniel Engert, Annette Cotanidis",Falckensteinstraße,,Berlin,10997,general,"Mo-Fr 09:00-12:00, Mo,Tu,Th 16:00-18:00",,2796338447,13.4424881,52.4988867,,,,,,11002002,202,practice
Daniela Meierkord,Schmargendorfer Straße,6,Berlin,12159,homeopathy,"""Sprechstunden nur nach telefonischer Vereinbarung""",,7704986443,13.3335045,52.4716711,no,,,,,11007007,702,practice
Daniela Weiß,Proskauer Straße,,Berlin,10247,psychotherapy,,https://psych-berlin.de/lichtenberg/therapeutin/daniela-weiss/,7142525703,13.4610435,52.5162367,,,,,,11002002,201,practice
"Danuta Kulesza Walter, Jaroslaw Walter",Müllerstraße,,Berlin,13353,general,"Mo-Tu,Th-Fr 09:00-12:00; Mo-Tu,Th 15:00-18:00",,6674312442,13.3524912,52.5498158,,,,,,11001001,105,practice
Davaajargal Yumjee Mätz,Lietzenburger Straße,,Berlin,10719,,,,12420736070,13.3304956,52.5007932,,,,,,11004004,401,practice
David Kopitzke;Stefanie Kühn,Rüdesheimer Straße,43,Berlin,14197,internal,,,8199219275,13.3119952,52.4690811,no,,,,,11004004,402,group_practice
Ddrmed Europe,Falkoniergasse,,Berlin,10117,plastic_surgery,,,6721933783,13.3972347,52.5154127,,,,,,11001001,101,practice
Deborah Thomas,Balatonstraße,,Berlin,10319,paediatrics,"Mo 09:30-12:00,13:00-16:30; Tu 08:30-13:00; We 08:30-12:00,14:00-16:00; Th 08:30-13:30; Fr 08:30-12:30",,6221638936,13.509816,52.4978889,yes,,,,,11011011,1101,practice
Derma Berlin,Hönower Straße,48,Berlin,12623,dermatology,"Mo,We,Fr 08:00-13:00, Tu 10:00-15:00, Th 12:00-17:00; PH off",https://derma-berlin.com/,2305070506,13.613588,52.5086989,,,praxis@derma-berlin.com,,,11010010,1004,practice
Dermatologie Dr. med. Christiane Bluth,Wendenschloßstraße,,Berlin,12557,dermatology,"Tu 14:00-18:00 open ""Privatsprechstunde nach Vereinbarung""; We 08:00-13:00 open ""Privatsprechstunde nach Vereinbarung""; PH off",https://www.laserzentrum-koepenick.de,12708075964,13.5845656,52.4283159,,,,,,11009009,910,practice
Dermatologie Dr. med. Ilka Herrgott,Wendenschloßstraße,,Berlin,12557,dermatology,"Mo 09:00-15:00; Tu 09:00-13:00,14:00-18:00; We 09:00-14:00; Th 08:00-13:00,14:00-18:00; Fr 09:00-13:00 open ""nur nach Vereinbarung""; PH off",https://www.laserzentrum-koepenick.de,12708075965,13.5845525,52.4283381,,,,,,11009009,910,practice
Dermatologie Dr. med. Malgorzata Kazimierczak,Wendenschloßstraße,,Berlin,12557,dermatology,"Mo 09:00-15:00; Tu 09:00-13:00; We 09:00-14:00; Th 08:00-13:00,14:00-17:00; Fr 09:00-13:00 ||Fr, We ""nach Vereinbarung""; PH off",https://www.laserzentrum-koepenick.de,12708075969,13.5845403,52.4283609,,,,,,11009009,910,practice
Dermatologie Dr. med. Sabine Lehmann,Martin-Hoffmann-Straße,,Berlin,12435,dermatology,"Mo 09:00-13:00, 14:00-16:00; Tu 09:00-13:00; Th 09:00-13:00, 14:00-18:00; Fr 09:00-12:00 || ""nach Vereinbarung""",,6029694388,13.4598581,52.4939923,,Fachärztin für klassische & ästhetische Dermatologie,,,,11009009,901,practice
Dermatologie Nollendorfplatz,Nollendorfplatz,3-4,Berlin,10777,dermatology,"Mo-Fr 10:00-12:00; Mo, Tu, Th 15:00-18:00",https://dermatologie-nollendorfplatz.de/,13236768498,13.3522378,52.4993807,,Herzlich willkommen in der Dermatologie Nollendorfplatz  - Ambulante Operationen  - Proktologie  - Allergologie  - Laser  - STI  - Ästhetische Dermatologie,,,,11007007,701,practice
Dermatologie am Kaiserdamm,Kaiserdamm,26,Berlin,14057,dermatology,"Mo,Tu,Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00",https://www.derma-kaiserdamm.de/,1515676194,13.2812688,52.5101997,yes,,,,,11004004,405,practice
Dermatologie am Savignyplatz,Carmerstraße,7,Berlin,10623,dermatology,,https://www.dermatologie-savigny.de/,10785164776,13.3234784,52.5069863,no,,,,,11004004,401,practice
Dermatologie des Westens,Kurfürstendamm,,Berlin,10707,dermatology,,https://dermatologiedeswestens.com/,4949728991,13.3101055,52.5006883,,,,,,11004004,401,practice
Dermatologische Praxis B18,Badensche Straße,18,Berlin,10715,dermatology,,https://www.dermatologen-b18.de/,8245997148,13.3324725,52.4862552,,,,,,11004004,402,practice
Dermazentrum Berlin,Bergmannstraße 5-7,,Berlin,,dermatology,"Mo,Th 09:00-13:00, 14:00-18:00; Tu 08:00-12:30, 14:00-17:00; We 08:00-13:30; Fr ""nach Vereinbarung""",https://www.dzb-berlin.de/,7073849640,13.389023,52.4895162,,,,,,11002002,202,clinic
Detmolder Hausärztliche Gemeinschaftspraxis,Detmolder Straße,10,Berlin,10715,general,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-12:00,13:00-18:00; We,Th 09:00-14:00; Fr 09:00-12:00; PH off",https://www.praxis-detmolder10.de,7563821252,13.3247264,52.4789021,,,,,,11004004,402,group_practice
Deutsches Herzzentrum der Charité - Standort Augustenburger Platz,Augustenburger Platz,1,Berlin,13353,cardiology;cardiothoracic_surgery;intensive;angiology;anaesthetics,,https://www.dhzc.charite.de/,32361819,13.3473481,52.5422251,yes,,,,,11001001,105,clinic
Diabetespraxis Dr. med. Hermann Braun,Breite Straße,,Berlin,13187,internal;diabetology,"Mo,Th 08:00-12:30; Tu 08:00-12:30,14:00-17:00; We 12:00-20:00",,12306933222,13.410648,52.5708545,,,,,,11003003,307,practice
Diabetespraxis Tiergarten,Joseph-Haydn-Straße,1,Berlin,10557,diabetology,Mo 10:00-16:00; Tu 12:00-18:00; We 09:00-14:00; Th 09:00-16:30; Fr 09:00-14:00,https://www.diabetologe-berlin.de,9252598617,13.3371688,52.5148188,,,,,,11001001,103,practice
Diabetologie Steglitz,Gutsmuthsstraße,24,Berlin,12163,internal;diabetology,"Mo,Tu 08:00-18:00; We 08:00-13:30; Th 08:00-12:00,14:30-18:00; Fr 08:00-13:00",https://www.diabetologie-steglitz.de/,9543735482,13.3256025,52.4644532,yes,,,,,11006006,601,practice
Diabetologie am Ostkreuz,Neue Bahnhofstraße,27,Berlin,,endocrinology;general,"Mo 10:00-19:00; Tu,Th,Fr 08:00-13:00; We 13:00-18:00",https://www.diabetologie-am-ostkreuz.de,5077036504,13.4697957,52.5059188,no,,,,,11002002,201,practice
Diagnostikum Berlin,Breite Straße,,Berlin,13187,radiology,Mo-Fr 08:00-18:00,,12306933221,13.4106034,52.5708447,,,,,,11003003,307,practice
Diagnostikum Berlin,Johannisthaler Chaussee,317,Berlin,12351,radiology,"Mo-Fr 08:00-16:00; Sa ""nach Vereinbarung""; PH off",,12475618296,13.456876,52.430279,,,,,,11008008,805,practice
Diagnostikum Berlin,Mahlsdorfer Straße,,Berlin,12555,radiology,"Mo-Th 07:00-20:00, Fr 07:00-18:00;PH off",https://www.diagnostikum-berlin.de/mahlsdorfer-strasse-107/,3878798863,13.5798986,52.4596524,,,info@diagnostikum-berlin.de,,,11009009,910,practice
Dialyse am Treptower Park,Puschkinallee,6ab,Berlin,12435,nephrology,Mo-Th 08:00-19:00; Fr 08:00-16:00,https://dialyse-treptow.de/,3874578114,13.4560788,52.4941749,,,,,,11009009,901,practice
Dialysezentrum,Hauptstraße,87,Berlin,12159,nephrology,"Mo-Fr 10:00-14:00 || ""nach Vereinbarung""",,5907062228,13.3395432,52.4746423,yes,,,,,11007007,701,clinic
Die Frauenarztpraxis am Kollwitzplatz,Kollwitzstraße,,Berlin,10435,gynaecology,,,12180057960,13.4190935,52.536951,no,,,,,11003003,301,practice
Die Hand,Markgrafendamm,24,Berlin,10245,occupational,,https://www.diehand.de/praxis-ostkreuz,8866296174,13.4620758,52.5026836,,,,,,11002002,201,practice
Die Hausärzte,Stargarder Straße,69,Berlin,10437,general,"Mo-Fr 07:00-09:00, Mo-Th 14:00-15:00",https://www.die-hausaerzte.berlin/,5984057785,13.4186345,52.546524,,,,,,11003003,301,practice
Die Hautambulanz,Bülowstraße,23,Berlin,10783,dermatology;proctology,Mo-Fr 09:00-15:00,https://www.die-hautambulanz.de/,7942835896,13.3609033,52.4977539,,,email@die-hautambulanz.de,,,11007007,701,practice
Die Helle Praxis,Teterower Ring,58,Berlin,12619,,"Mo-Fr 08:00-12:00, Mo-Fr 08:00-09:00 open ""Akutsprechstunde"", Mo,We 15:00-18:00; PH off",https://www.diehellepraxis.de/,2631985288,13.5839234,52.5212411,limited,,info@diehellepraxis.de,,,11010010,1005,practice
Die Nervenärzte,Ludolfingerplatz,4,Berlin,13465,neurology;psychiatry,Mo 09:00-17:00; Tu 08:00-14:00; We 09:00-18:00; Th 08:30-15:30; Fr 09:00-13:30,https://dienervenaerzte.de/,8542075826,13.2881203,52.6331874,no,,,,,11012012,1205,practice
Die Radiologie Berlin Praxisgemeinschaft,Eisenacher Straße,60/61,Berlin,10823,radiology,Mo-Sa 07:00-20:00,https://www.die-radiologie.berlin/,3799268654,13.3523402,52.4849579,limited,,,,,11007007,701,group_practice
Dieter Mönkediek,Prinzessinnenstraße,,Berlin,12307,child_psychiatry,"open ""nach Vereinbarung""",,8013031518,13.3946337,52.3864809,,"Kinder- und Jugendlichenpsychotherapeut, Psychotherapeut für Tiefenpsychologie und Analyse, alle Kassen und privat",,,,11007007,706,practice
Dilek Raddatz,Südwestkorso,73,Berlin,12161,internal;diabetology,"Mo,We,Th 08:30-13:30; Tu 13:00-18:00",https://praxis-raddatz.de,7544210924,13.3265737,52.4763154,,Fachärztin für Innere Medizin; Diabetologin,,,,11007007,702,practice
Dilek Şahin,Gustav-Müller-Platz,7,Berlin,10829,internal,"Mo-Tu,Th 08:00-12:30,15:00-17:30",,5617999845,13.362203,52.4838433,,,,,,11007007,701,practice
Dipl. Med. Cornelia Kutscherskij,Bäderweg,,Berlin,13439,general,"Mo 08:00-13:00,15:00-17:00; Tu,Th 08:15-13:00,15:00-18:00; We,Fr 08:15-13:00 || ""nach Vereinbarung""",,10995087336,13.3556354,52.5982039,yes,,,,,11012012,1210,practice
Dipl. Med. Tino Heinevetter,Weseler Straße,17A,Berlin,10318,,"Mo, We 07:00-12:30; Tu, Th 15:00-18:30; Fr 08:00-11:30",,12706554901,13.527105,52.4833341,,,,,,11011011,1102,practice
Dipl. Psych. Birgit Mende,Jägerstraße,,Berlin,12209,psychiatry,"""Nach Vereinbarung""",,6764573671,13.3306991,52.4261682,,,,,,11006006,602,practice
Dipl. Psych. Güler Şaştimdur-Bitterhof,Donaustraße,130,Berlin,12043,depth,"""nach Vereinbarung""",,7446716594,13.4301666,52.4852545,,"Psychologische Psychotherapeutin, Psychotherapie / Psychoanalyse",,,,11008008,801,practice
Dipl. Psych. Imtraut Große,Senheimer Straße,22,Berlin,13465,child_psychiatry,,,12758355537,13.2926766,52.6381455,,,,,,11012012,1205,practice
Dipl. med. A. Kuzyshyn,Kurfürstendamm,163,Berlin,10709,general,"Mo-Th 09:00-12:00,13:00-18:00; Fr 09:00-12:00,13:00-16:00",,3923385927,13.3066124,52.4996301,limited,,,,Im Eingang ein Absatz (transportable Rampe vorhanden),11004004,402,practice
Dipl. med. Tatjana Spiwak,Hauptstraße,117,Berlin,10827,gynaecology,,,8066810068,13.3499065,52.4823166,,,,,,11007007,701,practice
Dipl.-Med. Alexander Kutscherskij,Bäderweg,,Berlin,13439,paediatrics,"Mo,Th 09:00-12:00,14:00-17:00; Tu,Fr 09:00-13:00; We 09:00-12:00",,10995087332,13.3557064,52.5981201,,,,,,11012012,1210,practice
Dipl.-Med. Berit Kempf,Teterower Ring,60,Berlin,12619,,"Mo 09:00-13:00, Tu-We 08:00-12:00, Th 14:00-18:00; Sa,Su,PH off",https://dipl-med-berit-kempf.business.site/,2631985290,13.5837717,52.5212123,yes,,,,,11010010,1005,practice
Dipl.-Med. Christine Nowitzki,Romain-Rolland-Straße,71,Berlin,13089,general,"Mo 09:00-12:00,16:00-19:00; Tu 15:00-19:00; We 09:00-13:00; Th 15:00-19:00; Fr 09:00-14:00",,1695512705,13.4387523,52.5683827,,,,,,11003003,304,practice
Dipl.-Med. Claudia Schütz Dermatologin,Ortolfstraße,206A,Berlin,12524,dermatology,,,1421230365,13.5259192,52.4025572,yes,,,,"Praxis ja, kein WC",11009009,906,practice
Dipl.-Med. Cornelia Berthold,Frankfurter Allee,70,Berlin,10247,paediatrics,"Mo 09:00-12:00,14:00-16:00; Tu 16:00-18:00; Mi 12:30-15:00; Th 09:00-12:00,16:00-18:00, Fr 09:00-13:00; PH off",,11876011644,13.467222,52.5142445,limited,,,,,11002002,201,practice
Dipl.-Med. Elke Czichy,Blankenburger Straße,23,Berlin,13089,general,,,9882723659,13.4449133,52.5742089,,,,,,11003003,304,practice
Dipl.-Med. Frank-Dietmar Kirschke,Breite Straße,23,Berlin,13187,general,"Mo 09:00-12:00,14:00-17:00; Tu,We 14:00-18:00",,6943991600,13.4022993,52.569427,,,,,,11003003,307,practice
Dipl.-Med. Grit Shetty,Syringenweg,24,Berlin,10407,gynaecology,,https://frauenarzt-berlin-prenzlauer-berg.de,9692661749,13.4571603,52.531997,,,,,,11003003,301,practice
Dipl.-Med. Gundra Harnisch,Mittweidaer Straße,11,Berlin,12627,paediatrics,"Mo,Tu,Fr 08:00-13:00, We,Th 13:00-18:00; PH off || ""nach Vereinbarung""",,9888540741,13.6189071,52.5300419,,,,,,11010010,1005,practice
Dipl.-Med. Manuela Ossowski,Breite Straße,,Berlin,13187,paediatrics,Mo 14:00-17:00; Tu 10:00-13:00; Th 12:00-15:00; Fr 11:00-13:00,,12306933225,13.410657,52.570835,,,,,,11003003,307,practice
Dipl.-Med. Stefan Raabe,Schönhauser Allee,172A,Berlin,10435,general,Mo 10:00-14:00; Tu 12:00-18:00; We 09:00-14:00; Th 11:00-17:00,https://www.dm-stefan-raabe.de,3988571457,13.4122153,52.5328643,yes,,,,,11003003,301,practice
Dipl.-Med. Sylvia Friedel,Residenzstraße,95,Berlin,13409,psychiatry;general,"""Termine können Sie vereinbaren unter: praxis.friedel@t-online.de""; Mo 12:30-13:00; Tu 11:00-13:30",https://psychosomatik-in-reinickendorf.de,3832434390,13.3686897,52.5609567,yes,"Facharzt für Psychosomatische Medizin und Psychotherapie, Psychoanalyse;Fachärztin für Allgemeinmedizin",praxis.friedel@t-online.de,,,11012012,1201,practice
Dipl.-Psych. Johannes Hartmann,Hackerstraße,10,Berlin,12163,psychiatry,,,8379002230,13.3234013,52.465006,,,,,,11006006,601,practice
Dipl.-Psych. Thomas Leusink,Zionskirchstraße,67,Berlin,10119,humanistic,,,11500443397,13.4082431,52.5329774,,,,,,11003003,301,practice
Dipl.-Psychologe/Psychotherapeut Wolfgang Gründler-Stang,Wollankstraße,108,Berlin,13187,behavior,"Tu,We 12:00-13:15; Th 07:30-08:20",,4831523440,13.3952898,52.5653478,,,,,,11003003,307,group_practice
Dirk Rehbein,Landauer Straße,9,Berlin,14197,psychiatry;neurology,"""Termine nach Vereinbarung""",https://www.privatpraxis-rehbein.de/,8071205617,13.3174076,52.472622,,,kontakt@privatpraxis-rehbein.de,,,11004004,402,practice
DocOrtho,Friedrichstraße,94,Berlin,10117,orthopaedics,Mo-Fr 08:00-18:00,https://docortho.de/,2395938967,13.3890912,52.5192331,no,,,,,11001001,101,practice
Docboom!,Schlüterstraße,,Berlin,10629,plastic_surgery,,,3861765081,13.3172238,52.5023179,,,,,,11004004,401,practice
Dorothea Bennewitz,Dörpfeldstraße,52,Berlin,12489,general,,,8265267625,13.5493889,52.4387712,yes,,,,,11009009,907,practice
Dorothee Michel,Marheinekeplatz,,Berlin,10961,general,"Mo 09:00-12:00,14:00-17:00; Tu 09:00-12:00,14:00-18:00; We 09:00-14:00; Th 14:00-19:00",http://www.praxis-michel-berlin.de/,7376750800,13.394763,52.4888794,no,,,,,11002002,202,practice
Dr Maia Berenzon,Rankestraße,,Berlin,10789,general,,,3676977425,13.3344495,52.5036468,no,,,,,11004004,401,practice
