addr:city,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,healthcare:speciality,name,opening_hours,operator,website,osm_id,osm_type,longitude,latitude,addr:country,addr:suburb,check_date:opening_hours,contact:phone,contact:website,level,wheelchair,description,short_name,email,fax,health_facility:type,health_specialty:family_medicine,health_specialty:internal_medicine,medical_system:western,phone,toilets:wheelchair,check_date,contact:email,contact:fax,opening_hours:url,image,outdoor_seating,dispensing,office,comment,wheelchair:description,health_specialty:obstetrics,health_specialty:reproductive_medicine,source,healthcare:alternative,operator:type,internet_access,toilets,not:brand:wikidata,health_specialty:ophthalmology,min_age,operator:start_date,health_specialty:gynaecology,emergency,health_specialty:orthopaedics,opening_hours:signed,name:en,health_specialty:dermatology,health_specialty:surgery,alt_name,note,health_specialty:venereology,addr:housename,description:de,health_specialty:paediatrics,home_visit,fixme,addr:inclusion,blind:description:de,deaf:description:de,health_specialty:psychosomatic_medicine,health_specialty:psychotherapy,health_specialty:traditional_chinese_medicine,addr:place,payment:cash,payment:credit_cards,payment:debit_cards,contact:facebook,name:ru,opening_hours:reception,opening_hours:dr_weinhold,operator:wikidata,health_specialty:emergency_medicine,health_specialty:sports_medicine,payment:mastercard,payment:visa,layer,opening_hours:note,note:de,phone_1,health_specialty:diagnostic_radiology,health_specialty:dentistry,health_specialty:maxillofacial_surgery,access,name:de,contact:mobile,doctor,instagram,opening_hours:note:de,health_specialty:allergology,health_specialty:pulmonology,disease:hiv,disease:stds,start_date,blind:description,operator:wikipedia,health_specialty:gastroenterology,internet_access:fee,internet_access:ssid,addr:floor,elevator,language:en,language:es,language:fr,language:tr,wheelchair:description:de,air_conditioning,health_service:prevention,health_service:test,lgbtq:trans,health_specialty:cardiology,healthcare:speciality:de,health_specialty:paediatric_gastroenterology,beauty,opening_hours:covid19,name:ja,branch,name:signed,old_name,mobile,payment:american_express,payment:coins,payment:maestro,payment:notes,payment:telephone_cards,capacity,day_surgery,health_specialty:pain_medicine,health_specialty:andrology,health_specialty:urology,health_specialty:optometry,opening_hours:office,survey:date,counselling_type:nutrition,health_service:counselling,health_specialty:acupuncture,health_specialty:homoeopathy,health_specialty:mind_body_intervention,health_specialty:naturopathy,health_specialty:osteopathy,health_specialty:phythotherapy,insurance:health,health_specialty:adult_psychiatry,health_specialty:neurology,reservation,noname,payment:privat,contact:instagram,health_specialty:neonatology,health_specialty:ear_nose_throat,social_facility:for,wheelchair:description:en,url,language:de,language:ku,language:ru,language:ar,language:th,fixme:type,description:en,health_service:examination,smoking,building,building:levels,neighborhood,roof:shape,height,roof:levels,roof:colour,social_facility,wikidata,wikimedia_commons,deaf:description,official_name,brand,brand:wikidata,wikipedia,roof:height,heritage,heritage:operator,lda:criteria,ref:lda,heritage:website,building:colour,ele,health_specialty:anesthesiology,health_specialty:hand_surgery,health_specialty:trauma_surgery,not:operator:wikidata,work_accident,building:material,type,building:parts,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,contact:suburb
,,,,doctors,doctor,general,Karin-Ilona Richter,"Mo-Th 08:00-12:00 open ""Bitte Termin vereinbaren!"", 12:00-13:00 open ""Privatsprechstunde und nach Vereinbarung"", Mo,We 16:00-18:00 open ""Bitte Termin vereinbaren!"", Fr ""nach Vereinbarung""|| ""nach Vereinbarung""; PH off",Karin-Ilona Richter,,761371651,node,13.5666894,52.4449396,,,,,,,limited,,,,+49 30 36445801,office,main,main,yes,+49 30 6516951,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,133,12277,Marienfelder Allee,doctors,doctor,general,Dr. Bärbel Ennuschat,"Mo,Th 08:30-12:30,15:30-17:30; Tu-We,Fr 08:30-12:00",,https://dr-ennuschat.com,783980696,node,13.3650603,52.4145054,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,126,10407,Danziger Straße,doctors,doctor,surgery,Dr. med. Matthias Oelrich,"Mo,Tu,Th 08:00-13:00,15:00-18:00; We,Fr 08:00-14:00",,,814795064,node,13.433938,52.5353892,DE,Prenzlauer Berg,2024-02-21,+49 30 4250894,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,5,10557,Bartningallee,doctors,doctor,ophthalmology,Augenärztin Breitenbach,"Mo-Tu 08:30-12:30, 14:30-18:00; We 08:30-14:30; Th 12:00-14:30, 16:00-19:30",,,816598832,node,13.3425708,52.5189314,,,,,,,yes,,,,,,,,,+49303922066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,142,12043,Karl-Marx-Straße,doctors,doctor,otolaryngology,DOCS of BERLIN,Mo-Fr 08:00-20:00; Sa 11:00-15:00,MVZ Karl-Marx-Straße 142,https://mvz-dob.de/,821966643,node,13.4385561,52.4767367,DE,Neukölln,,,,,yes,Eingang Saltykowstraße,,termine@mvz-dob.de,+4930 632257 27,,,,,+4930 632257 0,,,,,,,,,,eingang Saltykowstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,136,10999,Skalitzer Straße,doctors,doctor,neurology,Georg Laszlo Kruppa,,,,848507627,node,13.4184313,52.4995051,DE,Kreuzberg,,+49 30 6151736,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,53,10969,Oranienstraße,doctors,doctor,internal;gastroenterology,Praxisgemeinschaft Moritzplatz,"Mo-Fr 08:00-08:45,11:00-11:30",Dr. med. Martin Reinhardt und Lisa Bewer,,871633756,node,13.412601,52.5032512,DE,Kreuzberg,2024-09-24,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,9-10,10999,Mariannenstraße,doctors,doctor,general,Dr. med. Karim Soltani Allgemeinmedizin,"Mo,Tu,Th,Fr 09:00-18:00; We 09:00-14:00",Dr. med. Karim Soltani,,872178153,node,13.4224908,52.4996901,DE,Kreuzberg,,,,2,,,,,+49 30 61403932,office,main,,yes,+49 30 61403930,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,9-10,10999,Mariannenstraße,doctors,doctor,ophthalmology,J. Ekteshafi Augenheilkunde,,,,872180781,node,13.4224696,52.4996617,DE,Kreuzberg,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,clinic,clinic,,Ärztehaus,"Mo,Tu,Th 08:30-13:00,14:00-18:00; We,Fr 08:30-14:00",,,872223518,node,13.4198597,52.4988453,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,,Gynäkologisches Versorgungszentrum Kreuzberg MVZ,"Mo,Tu,Th 08:00-17:00; We,Fr 08:00-15:00",,,872541543,node,13.4198923,52.501761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,158,10969,Oranienstraße,clinic,clinic,surgery;general,MVZ am Moritzplatz,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-12:00",,http://medizin-kreuzberg.de/,874357625,node,13.4132967,52.5027923,DE,Kreuzberg,,,,,yes,,,,,,,,,+49 30 6146017,,,,,,,,,,,"es gibt leider keine Rollitoiletten, sonst alles ok.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7,13187,Damerowstraße,clinic,clinic,,Ärztehaus Damerowstraße,,,,911925361,node,13.4169764,52.5721447,,Pankow,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,201,10365,Siegfriedstraße,doctors,doctor,neurosurgery,Wirbelsäulenzentrum Vertebral,"Mo-Th 08:00-11:30,12:30-16:00; Fr 08:00-12:00",,,913248492,node,13.4982769,52.5151724,DE,Lichtenberg,,,http://www.vertebral.de/,,yes,,,,,,,,,,,2023-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,gynaecology,Frauenarztpraxis Berlin,"Mo-Th 08:00-19:00; We,Fr 08:00-12:00",,,929462289,node,13.1550112,52.5318974,,,,+49 30 3725284,http://www.gyn-praevention.de/,,,,,,,,,,yes,,,,,+49 30 30837971,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1-3,14129,Breisgauer Straße,clinic,clinic,general;gastroenterology;optometry;gynaecology;cardiology;internal;dentist,Ärztehaus am Schlachtensee,,,https://www.aerztehaus-am-schlachtensee.de/,933513566,node,13.2152923,52.4393545,DE,Schlachtensee,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7,13353,Föhrer Straße,doctors,doctor,general,Dr. med. Zadan Plagens,"Mo,Tu 08:00-14:00, We 13:00-18:00, Th,Fr 08:00-12:00, Th 14:00-18:00",,,941475632,node,13.348044,52.5409609,DE,Wedding,,+49304539051,,,limited,"inner_medicine, GP",,,,office,yes,yes,yes,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,39,14163,Karl-Hofer-Straße,doctors,doctor,otolaryngology,Dr. Susanne Kraas,,,https://www.berlin-hnopraxis.de/,974783005,node,13.2369067,52.4372311,DE,Zehlendorf,,,,,limited,,,,,,,,,+49308023030,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,131,10717,Uhlandstraße,doctors,doctor,dermatology,FaceSculptClinic,"""nach Vereinbarung""",,,976653171,node,13.3235669,52.4922321,DE,Wilmersdorf,,,,0,no,,,,,,,,,,,2025-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,79,12309,Skarbinastraße,doctors,doctor,gynaecology,,Mo 08:00-14:00; Tu 13:00-19:00; We 08:00-14:00; Th 13:00-19:00; Fr 08:00-13:00,Dirk Mattern MD,,988277355,node,13.420424,52.3929941,DE,Lichtenrade,,+49 30 7455070,,,limited,,,,,,,,,,,,,+49 30 7450688,,,,,,,,,,,acupuncture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,,Praxis Dr. Lotfi,,,https://www.drlotfi.de/,1008402408,node,13.4360268,52.4181125,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,10245,Sonntagstraße,clinic,clinic,surgery;general;orthopaedics;trauma;proctology,Chirurgie & Orthopädie am Ostkreuz,"Mo-Th 08:00-12:00,14:00-17:00; Fr 08:00-12:00",Dr. med. Christoph Graf von Matuschka  Dr. med. Christoph Lemke,,1038248666,node,13.4680671,52.5044921,DE,Friedrichshain,2024-09-05,+49302910094,http://www.chirurgie-ostkreuz.de/,,yes,,,info@chirurgie-ostkreuz.de,,,,,,,,2024-11-28,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,14165,Breitensteinweg,doctors,doctor,general,Arzt für Allgemeinmedizin,"Mo 08:30-14:00; Tu,Th 08:30-12:30,15:00-17:00; We 08:30-12:30; Fr 08:30-12:00; Su off",Dr. Med. Ingo Lehl,https://www.arzt-zehlendorf.berlin/,1054886527,node,13.2610248,52.4107871,,,,,,,no,"Praxis für Allgemeinmedizin, Manuelle Medizin und Akupunktur; Akademische Lehrpraxis der Charité-Universitätsmedizin Berlin",,info@arzt-zehlendorf.berlin,+493081789029,,,,,+49 30 8155396,,2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,14163,Limastraße,doctors,doctor,orthopaedics,Orthopädische Praxis am Mexikoplatz,,,http://www.dr-stammeier.de/Kontakt.html,1075315511,node,13.2314537,52.4382613,DE,,,,,,limited,,,,,,,,,+49 30 8027056,,,,,,,,,,,,,,http://www.dr-stammeier.de/Kontakt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,14163,Argentinische Allee,doctors,doctor,pulmonology,Pneumologie am Mexikoplatz,"We 08:00-12:00,13:00-15:00 ; Mo,Th10:00-14:00,15:00-18:00 ; Tu,Fr ""nach Vereinbarung""",,,1075315526,node,13.2332901,52.4379488,DE,Zehlendorf,,,https://www.pneumologie-mexikoplatz.de,,limited,,,,,,,,,,,2025-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,10409,Mandelstraße,doctors,doctor,general;sports_physician,Algemeinmedizin und Sportarztpraxis,"Mo,Th 09:00-12:00; Mo 16:00-18:00; Tu 12:00-17:00; We,Fr 08:00-11:00",Dr. med. Katrin Geißler,https://www.dr-katrin-geissler.de,1143805317,node,13.4410872,52.545499,,,2023-06-17,,,0,limited,,,,,,,,,030 421 16 59,,2024-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,8,13156,Wackenbergstraße,doctors,doctor,general,Arztpraxis Heine,"Mo,Th 08:30-13:30; Tu,We 14:00-19:00",,,1163348417,node,13.405046,52.583122,DE,Niederschönhausen,2025-04-22,,,,no,,,,,,,,,+49 30 4764445,,2025-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,9-11,12349,Alt-Buckow,clinic,clinic,,MVZ-Vitalis,Mo-Th 07:30-19:00; Fr 07:30-18:00; Sa 09:00-12:00,,https://www.mvz-vitalis.de/,1168212013,node,13.4352588,52.4227868,DE,Buckow,,,,,yes,,,,+49 30 6706569111,,,,,+49 30 67065690,,,praxis@mvz-vitalis.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,psychotherapist,behavior,Oliver von Berg,,,,1168898031,node,13.2788969,52.5180444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,111,14163,Fischerhüttenstraße,clinic,dialysis,nephrology,Nierenzentrum Zehlendorf,Mo-Sa 07:30-15:00;Sa 07:30-19:30,,http://www.dialyse-zehlendorf.de/,1217659471,node,13.2385141,52.4441457,DE,Zehlendorf,,,,,,,,,,,,,,+49308139121,,,,,,,,,,,,,,Geoportal Berlin / k5_2012_sw_sued.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,28,12621,Ridbacher Straße,doctors,doctor,orthopaedics,Orthopädie Dr. Ralf Schröder,,,,1223197339,node,13.6089982,52.5167016,DE,Kaulsdorf,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,8,13581,Seeburger Straße,doctors,doctor,,Kontor Spandau,,,,1231426108,node,13.1921555,52.5287087,DE,Wilhelmstadt,,+49 30 33290117,http://www.gesundheitszentrum-spandau.de,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,,"Dr. Karsten Paetzel, Dr. Cornelia Hoffmann","Mo-Fr 09:00-12:00, Mo,Tu,Th 16:00-18:00",,,1233470948,node,13.2394855,52.6139024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,,Praxis am Dachsbau,,,,1233471137,node,13.2324139,52.6133006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,16,10999,Kottbusser Straße,doctors,doctor,gynaecology,Karola Brandt,"Mo,Th 11:00-18:00; Tu-We,Fr 08:00-14:00",,https://www.frauenarztpraxis-brandt.de/,1246211697,node,13.4198093,52.4969481,DE,Kreuzberg,,,,,,,,,,,,,,+49 30 6118077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,57,12107,Hausstockweg,doctors,doctor,general,Arztpraxis im Hausstockweg,"Mo-Tu 08:00-12:00,14:00-18:00; We 08:00-12:00,14:00-16:00; Th 08:00-12:00,14:00-18:00; Fr 08:00-12:00",,https://www.arztpraxis-im-hausstockweg.de/Unsere-Praxis,1247539693,node,13.3935019,52.4330215,,Mariendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,98,14057,Kaiserdamm,doctors,doctor,,Medizinisches Behandlungszentrum Lietzensee,,,,1252990393,node,13.2867046,52.5100348,DE,,,,,,limited,,,,,,,,,,,,,,,,,,,,"Rampe auf Anfrage, Rollstuhl-WC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,R. Kling,"Mo 15:00-18:00,08:00-12:00; Tu 08:00-12:00; We 08:00-12:00; Th 08:00-12:00,16:00-19:00; Fr 08:00-12:00",,,1258800198,node,13.4494221,52.5179075,,,,,,,no,,,,,,,,,,,2025-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
